3,1,conv2,[1 3 9],18.0,-110.0,80.66,8.840000000000003
3,2,conv2,[ 1  3 12],47.0,-81.0,64.74,15.920000000000002
3,3,conv2,[ 1  3 18],44.0,-84.0,48.2,16.539999999999992
3,4,conv2,[ 0  3 11],-17.0,111.0,41.1,7.100000000000001
3,5,conv2,[ 0  3 10],-29.0,99.0,37.52,3.5799999999999983
7,6,fc2,[ 4 24],-65.0,63.0,33.22,4.300000000000004
3,7,conv2,[ 0  3 12],-16.0,112.0,32.34,0.8799999999999955
7,8,fc2,[4 5],37.0,101.0,29.7,2.640000000000004
6,9,fc1,[5 5],-7.0,121.0,26.42,3.2799999999999976
3,10,conv2,[0 3 8],-17.0,111.0,26.16,0.26000000000000156
6,11,fc1,[5 0],-5.0,123.0,24.62,1.5399999999999991
3,12,conv2,[0 3 7],-35.0,93.0,24.58,0.0400000000000027
6,13,fc1,[5 6],-5.0,123.0,23.0,1.5799999999999983
3,14,conv2,[0 3 6],-28.0,100.0,22.98,0.019999999999999574
6,15,fc1,[5 3],-2.0,126.0,21.34,1.6400000000000006
7,16,fc2,[1 5],11.0,-117.0,21.34,0.0
6,17,fc1,[5 4],-4.0,124.0,20.82,0.5199999999999996
