top-1 output,BFA iteration
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
2,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
2,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
3,19
2,19
3,19
3,19
3,19
3,19
3,19
