7,1,fc2,[ 0 30],16.0,-112.0,83.4,10.059999999999988
6,2,fc1,[30  6],-32.0,96.0,74.44,8.960000000000008
3,3,conv2,[ 3  3 16],-7.0,121.0,72.7,1.7399999999999949
6,4,fc1,[30 28],-31.0,97.0,70.36,2.3400000000000034
7,5,fc2,[ 3 30],55.0,119.0,66.54,3.819999999999993
6,6,fc1,[30  5],0.0,64.0,62.28,4.260000000000005
3,7,conv2,[0 3 6],-5.0,123.0,59.52,2.759999999999998
7,8,fc2,[3 1],-50.0,78.0,59.3,0.22000000000000597
3,9,conv2,[0 3 7],-2.0,126.0,55.02,4.279999999999994
7,10,fc2,[4 1],31.0,-97.0,54.62,0.4000000000000057
3,11,conv2,[ 0  1 11],-8.0,120.0,52.42,2.1999999999999957
7,12,fc2,[ 3 22],-46.0,82.0,45.4,7.020000000000003
7,13,fc2,[ 4 22],21.0,-107.0,40.12,5.280000000000001
6,14,fc1,[22  6],13.0,77.0,39.42,0.6999999999999957
3,15,conv2,[0 2 4],-5.0,123.0,34.22,5.200000000000003
3,16,conv2,[0 2 5],-1.0,127.0,29.5,4.719999999999999
6,17,fc1,[22  5],9.0,73.0,29.0,0.5
6,18,fc1,[22  8],-4.0,124.0,27.78,1.2199999999999989
7,19,fc2,[ 1 22],24.0,-104.0,27.78,0.0
7,20,fc2,[ 3 22],82.0,114.0,24.56,3.2200000000000024
3,21,conv2,[0 3 9],-3.0,125.0,23.2,1.3599999999999994
3,22,conv2,[0 3 0],-19.0,109.0,22.46,0.7399999999999984
6,23,fc1,[22 32],-44.0,84.0,21.84,0.620000000000001
3,24,conv2,[0 3 1],-19.0,109.0,21.08,0.7600000000000016
6,25,fc1,[22 39],-9.0,119.0,20.8,0.2799999999999976
