3,1,conv2,[1 0 0],20.0,-108.0,76.74,12.760000000000005
7,2,fc2,[ 4 28],-28.0,100.0,61.26,15.479999999999997
7,3,fc2,[ 4 24],-65.0,63.0,45.62,15.64
3,4,conv2,[ 0  0 15],-24.0,104.0,45.5,0.11999999999999744
3,5,conv2,[ 0  0 16],-11.0,117.0,44.66,0.8400000000000034
3,6,conv2,[ 0  0 14],-6.0,122.0,44.26,0.3999999999999986
7,7,fc2,[4 5],37.0,101.0,34.18,10.079999999999998
6,8,fc1,[5 3],-2.0,126.0,27.94,6.239999999999998
3,9,conv2,[ 0  0 12],-1.0,127.0,27.84,0.10000000000000142
6,10,fc1,[5 4],-4.0,124.0,23.04,4.800000000000001
7,11,fc2,[1 5],11.0,-117.0,22.16,0.879999999999999
6,12,fc1,[5 6],-5.0,123.0,21.02,1.1400000000000006
7,13,fc2,[3 5],11.0,-117.0,21.02,0.0
6,14,fc1,[5 5],-7.0,121.0,20.72,0.3000000000000007
