1,1,conv1,[3 0 7],34.0,-94.0,89.02,4.439999999999998
6,2,fc1,[ 3 31],-2.0,126.0,82.7,6.319999999999993
6,3,fc1,[ 3 32],-39.0,89.0,79.42,3.280000000000001
7,4,fc2,[2 3],27.0,91.0,60.08,19.340000000000003
1,5,conv1,[ 3  0 20],2.0,-126.0,55.72,4.359999999999999
3,6,conv2,[2 0 7],-1.0,127.0,55.08,0.6400000000000006
6,7,fc1,[ 3 24],-20.0,108.0,54.62,0.46000000000000085
7,8,fc2,[2 3],91.0,123.0,51.44,3.1799999999999997
6,9,fc1,[ 3 23],-33.0,95.0,50.54,0.8999999999999986
1,10,conv1,[1 0 0],-95.0,33.0,48.2,2.3399999999999963
1,11,conv1,[ 3  0 10],28.0,-100.0,47.48,0.720000000000006
6,12,fc1,[ 3 26],-17.0,111.0,45.26,2.219999999999999
1,13,conv1,[3 0 9],52.0,-76.0,44.3,0.9600000000000009
3,14,conv2,[2 3 9],-6.0,122.0,42.98,1.3200000000000003
1,15,conv1,[3 0 8],66.0,-62.0,41.54,1.4399999999999977
3,16,conv2,[ 2  3 10],-14.0,114.0,39.48,2.0600000000000023
1,17,conv1,[3 0 6],53.0,-75.0,38.64,0.8399999999999963
6,18,fc1,[ 3 28],-16.0,112.0,36.4,2.240000000000002
7,19,fc2,[4 3],21.0,-107.0,33.62,2.780000000000001
3,20,conv2,[ 2  3 11],-36.0,92.0,30.24,3.379999999999999
1,21,conv1,[3 0 5],41.0,-87.0,30.28,-0.0400000000000027
3,22,conv2,[ 2  3 17],-24.0,104.0,29.14,1.1400000000000006
3,23,conv2,[ 2  3 18],-34.0,94.0,26.78,2.3599999999999994
1,24,conv1,[3 0 4],27.0,-101.0,27.0,-0.21999999999999886
1,25,conv1,[3 0 3],54.0,-74.0,27.0,0.0
7,26,fc2,[3 3],-69.0,-101.0,26.82,0.17999999999999972
1,27,conv1,[3 0 2],42.0,-86.0,26.74,0.08000000000000185
1,28,conv1,[3 0 1],79.0,-49.0,26.7,0.03999999999999915
3,29,conv2,[2 3 8],9.0,73.0,27.02,-0.3200000000000003
3,30,conv2,[2 3 7],61.0,125.0,27.06,-0.03999999999999915
