7,1,fc2,[ 0 21],112.0,-16.0,82.18,0.1599999999999966
7,2,fc2,[0 7],110.0,-18.0,82.34,-0.1599999999999966
7,3,fc2,[ 0 28],116.0,-12.0,82.08,0.2600000000000051
7,4,fc2,[ 0 31],114.0,-14.0,81.42,0.6599999999999966
7,5,fc2,[ 0 27],112.0,-16.0,80.66,0.7600000000000051
7,6,fc2,[ 0 25],109.0,-19.0,79.52,1.1400000000000006
7,7,fc2,[0 2],113.0,-15.0,77.3,2.219999999999999
7,8,fc2,[ 0 10],89.0,-39.0,74.02,3.280000000000001
7,9,fc2,[0 1],115.0,-13.0,71.02,3.0
7,10,fc2,[0 6],114.0,-14.0,71.0,0.01999999999999602
7,11,fc2,[ 0 16],115.0,-13.0,71.0,0.0
7,12,fc2,[2 5],-119.0,9.0,71.24,-0.23999999999999488
7,13,fc2,[ 0 31],-14.0,-78.0,71.24,0.0
7,14,fc2,[0 5],-21.0,-85.0,71.24,0.0
7,15,fc2,[ 0 27],-16.0,-80.0,71.24,0.0
7,16,fc2,[ 0 21],-16.0,-80.0,71.24,0.0
7,17,fc2,[0 7],-18.0,-82.0,71.24,0.0
7,18,fc2,[ 0 25],-19.0,-83.0,71.24,0.0
7,19,fc2,[ 0 28],-12.0,-76.0,71.24,0.0
7,20,fc2,[0 2],-15.0,-79.0,71.24,0.0
7,21,fc2,[2 5],9.0,73.0,70.9,0.3399999999999892
6,22,fc1,[11 33],-125.0,3.0,70.84,0.060000000000002274
6,23,fc1,[11 39],-107.0,21.0,70.4,0.4399999999999977
6,24,fc1,[11 38],-122.0,6.0,70.16,0.2400000000000091
6,25,fc1,[11 34],-121.0,7.0,70.06,0.09999999999999432
6,26,fc1,[11 26],-36.0,92.0,69.7,0.35999999999999943
6,27,fc1,[ 0 38],-119.0,9.0,69.5,0.20000000000000284
6,28,fc1,[ 0 39],-115.0,13.0,69.2,0.29999999999999716
6,29,fc1,[ 0 33],-123.0,5.0,68.82,0.38000000000000966
6,30,fc1,[ 0 40],-32.0,96.0,68.42,0.3999999999999915
