7,1,fc2,[ 0 30],16.0,-112.0,83.4,10.059999999999988
6,2,fc1,[30  6],-32.0,96.0,74.44,8.960000000000008
6,3,fc1,[30  5],0.0,64.0,71.8,2.6400000000000006
7,4,fc2,[ 3 30],55.0,119.0,66.94,4.859999999999999
7,5,fc2,[3 1],-50.0,78.0,63.34,3.5999999999999943
3,6,conv2,[0 3 6],-5.0,123.0,60.84,2.5
7,7,fc2,[4 1],31.0,-97.0,60.26,0.5800000000000054
3,8,conv2,[0 3 7],-2.0,126.0,50.08,10.18
7,9,fc2,[ 3 22],-46.0,82.0,42.38,7.699999999999996
3,10,conv2,[ 0  1 11],-8.0,120.0,39.44,2.940000000000005
7,11,fc2,[ 4 30],-18.0,-82.0,39.36,0.0799999999999983
3,12,conv2,[2 3 0],127.0,-1.0,35.74,3.6199999999999974
3,13,conv2,[0 3 5],11.0,75.0,33.98,1.7600000000000051
7,14,fc2,[ 1 22],24.0,-104.0,33.84,0.13999999999999346
3,15,conv2,[0 2 4],-5.0,123.0,30.54,3.3000000000000043
7,16,fc2,[3 3],-69.0,59.0,24.48,6.059999999999999
6,17,fc1,[1 5],40.0,104.0,24.44,0.03999999999999915
6,18,fc1,[1 6],29.0,93.0,24.36,0.08000000000000185
6,19,fc1,[30  5],64.0,96.0,23.54,0.8200000000000003
3,20,conv2,[ 0  1 15],-1.0,127.0,22.76,0.7799999999999976
6,21,fc1,[30  4],18.0,82.0,21.82,0.9400000000000013
6,22,fc1,[30  7],-42.0,86.0,20.5,1.3200000000000003
