7,1,fc2,[ 2 15],121.0,-7.0,82.52,0.5
7,2,fc2,[2 3],121.0,-7.0,81.36,1.1599999999999966
7,3,fc2,[ 2 14],119.0,-9.0,79.28,2.0799999999999983
7,4,fc2,[ 2 26],118.0,-10.0,76.72,2.5600000000000023
7,5,fc2,[ 2 23],118.0,-10.0,73.84,2.8799999999999955
7,6,fc2,[2 4],118.0,-10.0,72.46,1.3800000000000097
7,7,fc2,[ 2 10],119.0,-9.0,72.02,0.4399999999999977
7,8,fc2,[ 2 13],120.0,-8.0,71.58,0.4399999999999977
7,9,fc2,[2 1],119.0,-9.0,71.46,0.12000000000000455
7,10,fc2,[ 2 25],120.0,-8.0,71.46,0.0
7,11,fc2,[ 0 14],-121.0,7.0,71.46,0.0
7,12,fc2,[ 0 15],-121.0,7.0,71.76,-0.30000000000001137
7,13,fc2,[ 2 14],-9.0,-73.0,71.76,0.0
7,14,fc2,[ 2 15],-7.0,-71.0,71.76,0.0
7,15,fc2,[0 1],-123.0,5.0,71.98,-0.21999999999999886
7,16,fc2,[ 2 26],-10.0,-74.0,71.98,0.0
7,17,fc2,[2 3],-7.0,-71.0,71.98,0.0
7,18,fc2,[ 2 23],-10.0,-74.0,71.98,0.0
7,19,fc2,[ 0 14],7.0,71.0,72.16,-0.1799999999999926
7,20,fc2,[ 0 15],7.0,71.0,72.18,-0.020000000000010232
7,21,fc2,[2 4],-10.0,-74.0,72.18,0.0
7,22,fc2,[0 4],59.0,123.0,72.14,0.04000000000000625
7,23,fc2,[ 2 10],-9.0,-73.0,72.14,0.0
7,24,fc2,[0 1],5.0,69.0,71.86,0.28000000000000114
7,25,fc2,[ 2 13],-8.0,-72.0,71.86,0.0
7,26,fc2,[2 1],-9.0,-73.0,71.86,0.0
7,27,fc2,[ 2 25],-8.0,-72.0,71.86,0.0
7,28,fc2,[ 0 14],71.0,103.0,71.72,0.14000000000000057
6,29,fc1,[ 6 39],109.0,-19.0,71.4,0.3199999999999932
7,30,fc2,[ 2 14],-73.0,-105.0,71.4,0.0
