7,1,fc2,[ 0 14],-121.0,7.0,82.6,0.4200000000000017
7,2,fc2,[ 2 26],118.0,-10.0,81.72,0.8799999999999955
7,3,fc2,[ 2 23],118.0,-10.0,79.78,1.9399999999999977
7,4,fc2,[ 2 14],119.0,-9.0,77.22,2.5600000000000023
7,5,fc2,[2 4],118.0,-10.0,74.62,2.5999999999999943
7,6,fc2,[ 2 15],121.0,-7.0,72.74,1.8800000000000097
7,7,fc2,[2 3],121.0,-7.0,71.8,0.9399999999999977
7,8,fc2,[2 6],120.0,-8.0,71.48,0.3199999999999932
7,9,fc2,[ 2 13],120.0,-8.0,71.46,0.020000000000010232
7,10,fc2,[ 2 25],120.0,-8.0,71.46,0.0
7,11,fc2,[ 2 10],119.0,-9.0,71.46,0.0
7,12,fc2,[ 2 14],-9.0,-73.0,71.46,0.0
7,13,fc2,[ 2 26],-10.0,-74.0,71.46,0.0
7,14,fc2,[ 2 23],-10.0,-74.0,71.46,0.0
7,15,fc2,[2 1],119.0,-9.0,71.46,0.0
7,16,fc2,[2 4],-10.0,-74.0,71.46,0.0
7,17,fc2,[ 0 15],-121.0,7.0,71.76,-0.30000000000001137
7,18,fc2,[0 6],-124.0,4.0,71.9,-0.14000000000000057
7,19,fc2,[ 0 14],7.0,71.0,72.08,-0.1799999999999926
7,20,fc2,[0 4],59.0,123.0,72.02,0.060000000000002274
7,21,fc2,[0 1],-123.0,5.0,71.94,0.0799999999999983
7,22,fc2,[ 2 15],-7.0,-71.0,71.94,0.0
7,23,fc2,[2 3],-7.0,-71.0,71.94,0.0
7,24,fc2,[ 0 15],7.0,71.0,71.76,0.1799999999999926
7,25,fc2,[0 6],4.0,68.0,71.48,0.28000000000000114
7,26,fc2,[ 0 14],71.0,103.0,71.04,0.4399999999999977
7,27,fc2,[0 1],5.0,69.0,70.7,0.3400000000000034
6,28,fc1,[17 38],-124.0,4.0,70.32,0.38000000000000966
3,29,conv2,[ 3  0 10],-15.0,113.0,69.88,0.4399999999999977
6,30,fc1,[17 13],-71.0,57.0,69.32,0.5600000000000023
