7,1,fc2,[ 2 22],46.0,-82.0,91.52,1.9399999999999977
7,2,fc2,[ 0 22],-27.0,101.0,82.16,9.36
6,3,fc1,[22 29],-8.0,120.0,71.52,10.64
7,4,fc2,[ 4 22],21.0,-107.0,68.32,3.200000000000003
6,5,fc1,[22  6],13.0,77.0,62.24,6.079999999999991
3,6,conv2,[0 3 6],-5.0,123.0,51.92,10.32
3,7,conv2,[0 3 7],-2.0,126.0,44.02,7.899999999999999
7,8,fc2,[4 1],31.0,-97.0,44.0,0.020000000000003126
7,9,fc2,[ 0 28],-18.0,110.0,38.8,5.200000000000003
3,10,conv2,[0 2 4],-5.0,123.0,35.38,3.4199999999999946
3,11,conv2,[ 0  1 11],-8.0,120.0,32.54,2.8400000000000034
3,12,conv2,[0 2 5],-1.0,127.0,31.02,1.5199999999999996
7,13,fc2,[ 4 15],50.0,-78.0,31.0,0.019999999999999574
7,14,fc2,[ 0 25],-80.0,48.0,29.66,1.3399999999999999
6,15,fc1,[22  5],9.0,73.0,28.8,0.8599999999999994
6,16,fc1,[22  8],-4.0,124.0,25.48,3.3200000000000003
6,17,fc1,[22  2],-54.0,74.0,20.58,4.900000000000002
