7,1,fc2,[2 8],18.0,-110.0,82.6,6.900000000000006
7,2,fc2,[ 2 24],15.0,-113.0,76.4,6.199999999999989
7,3,fc2,[ 2 16],44.0,-84.0,75.64,0.7600000000000051
3,4,conv2,[ 0  0 12],-1.0,127.0,68.14,7.5
3,5,conv2,[ 0  0 14],-6.0,122.0,63.52,4.619999999999997
3,6,conv2,[ 0  0 15],-24.0,104.0,61.76,1.7600000000000051
3,7,conv2,[ 0  0 16],-11.0,117.0,59.14,2.6199999999999974
3,8,conv2,[ 0  0 17],-25.0,103.0,56.22,2.9200000000000017
3,9,conv2,[ 0  0 18],-20.0,108.0,53.74,2.479999999999997
3,10,conv2,[ 0  0 19],-2.0,126.0,52.12,1.6200000000000045
3,11,conv2,[ 0  0 20],-16.0,112.0,50.42,1.6999999999999957
7,12,fc2,[3 5],11.0,-117.0,47.26,3.1600000000000037
6,13,fc1,[5 0],-5.0,123.0,45.98,1.2800000000000011
7,14,fc2,[4 5],37.0,101.0,42.86,3.1199999999999974
6,15,fc1,[5 6],-5.0,123.0,41.46,1.3999999999999986
6,16,fc1,[5 3],-2.0,126.0,33.34,8.119999999999997
6,17,fc1,[5 5],-7.0,121.0,25.56,7.780000000000005
6,18,fc1,[5 4],-4.0,124.0,22.96,2.599999999999998
3,19,conv2,[0 0 4],-7.0,121.0,22.78,0.17999999999999972
7,20,fc2,[2 5],-58.0,-122.0,22.78,0.0
3,21,conv2,[0 0 5],-12.0,116.0,22.62,0.16000000000000014
7,22,fc2,[ 4 24],-65.0,63.0,20.78,1.8399999999999999
