7,1,fc2,[ 0 24],119.0,-9.0,82.5,0.519999999999996
7,2,fc2,[ 0 20],119.0,-9.0,82.32,0.18000000000000682
7,3,fc2,[ 0 10],112.0,-16.0,81.58,0.7399999999999949
7,4,fc2,[0 7],118.0,-10.0,81.16,0.4200000000000017
7,5,fc2,[ 0 17],120.0,-8.0,80.26,0.8999999999999915
7,6,fc2,[ 0 26],119.0,-9.0,77.92,2.3400000000000034
7,7,fc2,[ 0 23],118.0,-10.0,73.6,4.320000000000007
7,8,fc2,[ 0 13],76.0,-52.0,70.96,2.6400000000000006
7,9,fc2,[ 0 25],100.0,-28.0,70.9,0.05999999999998806
7,10,fc2,[0 4],59.0,-69.0,70.9,0.0
7,11,fc2,[ 0 10],-16.0,-80.0,70.9,0.0
7,12,fc2,[ 0 24],-9.0,-73.0,70.9,0.0
7,13,fc2,[0 7],-10.0,-74.0,70.9,0.0
7,14,fc2,[ 0 20],-9.0,-73.0,70.9,0.0
7,15,fc2,[ 0 17],-8.0,-72.0,70.9,0.0
7,16,fc2,[ 0 26],-9.0,-73.0,70.9,0.0
7,17,fc2,[0 3],99.0,-29.0,70.9,0.0
7,18,fc2,[ 0 23],-10.0,-74.0,70.9,0.0
7,19,fc2,[ 0 13],-52.0,-116.0,70.9,0.0
7,20,fc2,[ 0 25],-28.0,-92.0,70.9,0.0
7,21,fc2,[2 7],-125.0,3.0,71.1,-0.19999999999998863
7,22,fc2,[ 2 17],-122.0,6.0,71.08,0.01999999999999602
7,23,fc2,[ 2 24],-122.0,6.0,71.16,-0.0799999999999983
6,24,fc1,[ 1 14],-117.0,11.0,71.26,-0.10000000000000853
6,25,fc1,[ 1 13],-124.0,4.0,71.42,-0.1599999999999966
6,26,fc1,[ 1 12],-124.0,4.0,71.48,-0.060000000000002274
7,27,fc2,[2 7],3.0,67.0,71.2,0.28000000000000114
6,28,fc1,[13 13],-31.0,97.0,71.04,0.1599999999999966
3,29,conv2,[ 3  2 16],-113.0,15.0,70.82,0.22000000000001307
3,30,conv2,[ 3  2 17],-121.0,7.0,70.76,0.05999999999998806
